2022.02.17  14:46:24,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:25,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:26,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:27,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:28,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:29,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:30,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:31,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:32,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:33,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:34,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:35,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:36,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:37,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:38,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:39,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:40,16,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:41,17,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:42,18,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:43,19,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:44,20,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:45,21,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:46,22,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:47,23,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:48,24,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:49,25,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:50,26,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:51,27,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:52,28,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:53,29,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:54,30,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:55,31,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:56,32,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:57,33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:58,34,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:46:59,35,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:00,36,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:01,37,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:02,38,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:03,39,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:04,40,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:05,41,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:06,42,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:07,43,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:08,44,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:09,45,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:10,46,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:11,47,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:12,48,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.02.17  14:47:13,49,0.33,0.33,0.33,0.33,0.33,0.33,0.33
