2022.03.17  15:55:24,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:25,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:26,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:27,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:28,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:29,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:30,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:31,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:32,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:33,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:34,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:35,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:36,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:37,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:38,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:39,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:40,16,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.17  15:55:41,17,0.33,0.33,0.33,0.33,0.33,0.33,0.33
