2022.03.07  09:05:57,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:05:58,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:05:59,2,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:00,3,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:01,4,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:02,5,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:03,6,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:04,7,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:05,8,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:06,9,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:07,10,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:08,11,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:09,12,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:10,13,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:11,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:12,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:13,16,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:14,17,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:15,18,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:16,19,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2022.03.07  09:06:17,20,0.33,0.33,0.33,0.33,0.33,0.33,0.33
